pressure,muc,muc_err,molkg,molkg_err,_
3mC5-500-0.01,0.0000003571,0.0000009914,0.0000000619,0.0000001719,
3mC5-500-0.05,0.0000046429,0.0000021321,0.0000008049,0.0000003696,
3mC5-500-0.1,0.0000116071,0.0000017526,0.0000020123,0.0000003038,
3mC5-500-0.5,0.0000571429,0.0000075179,0.0000099067,0.0000013034,
3mC5-500-1,0.0001098214,0.0000212782,0.0000190395,0.0000036890,
3mC5-500-10,0.0011035714,0.0000459239,0.0001913234,0.0000079617,
3mC5-500-1e2,0.0111885714,0.0001666430,0.0019397347,0.0000288905,
3mC5-500-1e3,0.1099416071,0.0034077304,0.0190603021,0.0005907897,
3mC5-500-1e4,0.9346905357,0.0059220713,0.1620449662,0.0010266947,
3mC5-500-1e5,3.0976875000,0.0184086529,0.5370383532,0.0031914622,
3mC5-500-1e6,3.9103353571,0.0063490691,0.6779250847,0.0011007223,
3mC5-500-1e7,4.0370128571,0.0345450842,0.6998868468,0.0059889951,
3mC5-500-1e8,4.9147541071,0.0391983502,0.8520586574,0.0067957202,
3mC5-500-5,0.0005569643,0.0000329603,0.0000965595,0.0000057143,
3mC5-500-50,0.0056658929,0.0001182447,0.0009822817,0.0000204998,
3mC5-500-5e2,0.0556103571,0.0007549928,0.0096410289,0.0001308912,
3mC5-500-5e3,0.5137587500,0.0104609772,0.0890690727,0.0018135935,
3mC5-500-5e4,2.5156469643,0.0118699451,0.4361314377,0.0020578628,
3mC5-500-5e5,3.7956473214,0.0061055000,0.6580419061,0.0010584953,
3mC5-500-5e6,4.0125842857,0.0075125841,0.6956517263,0.0013024380,
3mC5-500-5e7,4.3143525000,0.0361721437,0.7479685287,0.0062710743,
