pressure,muc,muc_err,molkg,molkg_err,_
3mC5-480-0.01,0.0000023214,0.0000016810,0.0000004025,0.0000002914,
3mC5-480-0.05,0.0000105357,0.0000043920,0.0000018266,0.0000007614,
3mC5-480-0.1,0.0000192857,0.0000078614,0.0000033435,0.0000013629,
3mC5-480-0.5,0.0001071429,0.0000159478,0.0000185751,0.0000027648,
3mC5-480-1,0.0001987500,0.0000186569,0.0000344568,0.0000032345,
3mC5-480-10,0.0021100000,0.0000916716,0.0003658054,0.0000158929,
3mC5-480-1e2,0.0210908929,0.0004368959,0.0036564755,0.0000757435,
3mC5-480-1e3,0.2050792857,0.0026290218,0.0355540841,0.0004557870,
3mC5-480-1e4,1.5078362500,0.0112896147,0.2614098087,0.0019572523,
3mC5-480-1e5,3.4819930357,0.0162261957,0.6036644451,0.0028130951,
3mC5-480-1e6,3.9888019643,0.0118301057,0.6915286446,0.0020509559,
3mC5-480-1e7,4.1098176786,0.0249500625,0.7125088371,0.0043255301,
3mC5-480-1e8,5.3091900000,0.0619307780,0.9204410240,0.0107367845,
3mC5-480-5,0.0010682143,0.0000876363,0.0001851936,0.0000151933,
3mC5-480-50,0.0106125000,0.0003014059,0.0018398626,0.0000522540,
3mC5-480-5e2,0.1045458929,0.0008840754,0.0181248606,0.0001532699,
3mC5-480-5e3,0.8924137500,0.0123979008,0.1547155453,0.0021493931,
3mC5-480-5e4,3.0815664286,0.0129342366,0.5342434833,0.0022423763,
3mC5-480-5e5,3.9043758929,0.0073843499,0.6768919072,0.0012802063,
3mC5-480-5e6,4.0854789286,0.0295946216,0.7082892887,0.0051307457,
3mC5-480-5e7,4.4445983929,0.0673994041,0.7705489342,0.0116848665,
